Timeout before autoexit passed in: -1
Identifier passed in: 26160
17:27:24.555154 | INFO    | fractal/logging/logging.c           | init_logger                   :108   | Logging initialized!
17:28:04.478564 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.534558 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.553832 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 39
17:28:04.553937 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.553951 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.553960 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.553976 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.553991 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.553998 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554013 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554021 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554054 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554069 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554098 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554132 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554149 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554181 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554210 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554232 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554294 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.554308 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555528 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555544 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555550 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555578 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555591 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555619 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555662 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555678 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555707 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555735 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555757 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555791 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555838 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555857 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555880 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555898 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555952 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.555991 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:04.590081 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- Audio encode time (ms): avg 0.11, min 0.08, max 0.18 (432 samples)
17:28:04.590106 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- throttled packet delay (ms): avg 0.06, min 0.00, max 0.30 (10866 samples)
17:28:04.590112 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- throttled packet delay rate (ms/byte): avg 0.00, min 0.00, max 0.00 (10866 samples)
17:28:04.590127 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- throttled packet delay loops (count): avg 1.91, min 1.00, max 3.00 (10866 samples)
17:28:04.590138 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- Video encode time (ms): avg 10.02, min 9.02, max 11.56 (478 samples)
17:28:04.590150 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- get_current_cursor time (ms): avg 0.12, min 0.08, max 0.16 (478 samples)
17:28:04.590161 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- Video frame send time (ms): avg 1.89, min 0.07, max 3.78 (478 samples)
17:28:04.590172 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- Video frame size: avg 27171.02, min 4222.00, max 49272.00 (478 samples)
17:28:04.590184 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- Video frame processing time (ms): avg 15.18, min 12.01, max 19.22 (478 samples)
17:28:04.590192 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- Capture screen time (ms): avg 2.87, min 2.76, max 3.67 (682 samples)
17:28:04.590198 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- Transfer capture time (ms): avg 3.14, min 2.71, max 4.02 (478 samples)
17:28:04.590202 | INFO    | fractal/logging/log_statistic.c     | unsafe_print_statistics       :76    | STATISTIC -- Update encoder time (ms): avg 0.21, min 0.20, max 0.21 (2 samples)
17:28:04.590533 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.642527 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.698525 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.752268 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.806523 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.862556 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.914505 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:04.966559 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.018528 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.057255 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 40
17:28:05.070568 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.122518 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.174530 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.226523 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.278557 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.303807 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303839 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303851 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303868 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303878 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303889 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303897 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303910 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303919 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303936 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303946 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303962 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303973 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303984 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.303994 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.304027 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.304037 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.304061 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.331902 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.342658 | INFO    | fractal/network/tcp.c               | create_tcp_server_context     :454   | No TCP Connection Retrieved, ending TCP connection attempt.
17:28:05.342693 | INFO    | server/network.c                    | multithreaded_manage_client   :348   | Is a client connected? yes
17:28:05.342724 | INFO    | fractal/network/tcp.c               | create_tcp_server_context     :404   | Creating TCP Socket
17:28:05.342751 | INFO    | fractal/network/tcp.c               | create_tcp_server_context     :433   | Waiting for TCP Connection
17:28:05.382565 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.434524 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.448065 | INFO    | server/handle_client_message.c      | handle_bitrate_message        :212   | MSG RECEIVED FOR MBPS: 14.108060/95.367432/0.000000
17:28:05.448089 | INFO    | server/handle_client_message.c      | handle_bitrate_message        :220   | Clamped to 14.108060/95.367432
17:28:05.454510 | INFO    | server/video.c                      | do_update_encoder             :331   | Update encoder request received, will update the encoder now!
17:28:05.454525 | INFO    | fractal/video/codec/nvidia_encode.c | nvidia_reconfigure_encoder    :564   | Reconfiguring encoder to width 2560, height 1600, bitrate 14793373, codec 264
17:28:05.454668 | INFO    | server/video.c                      | do_update_encoder             :342   | Reconfigured Encoder to 2560x1600 using Bitrate: 14793373 from 14.108060, and Codec 264
17:28:05.486574 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.521419 | INFO    | server/network.c                    | try_get_next_message_tcp      :267   | Received TCP Packet: Size 48
17:28:05.521438 | INFO    | server/main.c                       | get_fractal_client_messages   :159   | TCP Packet type: 109
17:28:05.521443 | INFO    | server/handle_client_message.c      | handle_tcp_ping_message       :277   | TCP Ping Received - TCP Ping ID 11
17:28:05.521461 | INFO    | fractal/network/tcp.c               | tcp_send_constructed_packet   :182   | Sending a FractalPacket of size 75 over TCP
17:28:05.538522 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.557361 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 41
17:28:05.557687 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557711 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557720 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557726 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557731 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557737 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557761 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557772 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557801 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557822 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557839 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557862 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557871 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557890 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557908 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.557914 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.558424 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.558445 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.581508 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.581534 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.581545 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.581562 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:05.594628 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.650547 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.703072 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.754529 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.810566 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.865293 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.918556 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:05.974561 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.026544 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.058590 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 42
17:28:06.078564 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.130532 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.182567 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.235765 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.286529 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.338529 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.390558 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.442573 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.498527 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.554552 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.560424 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 43
17:28:06.606544 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.658557 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.710546 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.762571 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.814539 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.866538 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.918536 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:06.970559 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.022563 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.060994 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 44
17:28:07.061217 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.061240 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.061252 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.061269 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.061281 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.061292 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.061308 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.074549 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.126535 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.178615 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.230532 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.286544 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.342564 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.394529 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.446550 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.498518 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.543228 | INFO    | server/network.c                    | try_get_next_message_tcp      :267   | Received TCP Packet: Size 48
17:28:07.543246 | INFO    | server/main.c                       | get_fractal_client_messages   :159   | TCP Packet type: 109
17:28:07.543251 | INFO    | server/handle_client_message.c      | handle_tcp_ping_message       :277   | TCP Ping Received - TCP Ping ID 12
17:28:07.543270 | INFO    | fractal/network/tcp.c               | tcp_send_constructed_packet   :182   | Sending a FractalPacket of size 75 over TCP
17:28:07.554624 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.566557 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 45
17:28:07.610563 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.662545 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.714569 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.765642 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.818542 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.823255 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823271 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823344 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823362 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823434 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823449 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823474 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823535 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823544 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.823550 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.824030 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.824046 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.824058 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:07.874553 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.928054 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:07.978527 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.034554 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.067005 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 46
17:28:08.090356 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.142535 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.198542 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.206283 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.206305 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.250513 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.306548 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.366563 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.422560 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.474529 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.526555 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.554107 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554129 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554136 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554141 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554147 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554159 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554169 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554182 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554196 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554228 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554241 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554250 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554283 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554304 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554790 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554808 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554817 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.554841 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.570581 | INFO    | server/handle_client_message.c      | handle_ping_message           :245   | Ping Received - Ping ID 47
17:28:08.576832 | INFO    | server/handle_client_message.c      | handle_iframe_request_message :391   | Request for i-frame found: Creating iframe
17:28:08.592631 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.592651 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.592659 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.592664 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.592686 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
17:28:08.592702 | ERROR   | fractal/network/udp.c               | udp_nack                      :292   | Type is out of bounds! Something wrong happened
